,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
1,25,Miranda J.,Dif,D,6.0,,,,,,1.0,,5.5,Inter,25,2016-17
2,24,Murillo J.,Dif,D,6.0,,,,,,,,6.0,Inter,25,2016-17
3,33,Dambrosio D.,Dif,D,7.0,,1.0,,,,1.0,,7.5,Inter,25,2016-17
4,4,Gagliardini R.,Cen,C,6.0,,,,,,,,6.0,Inter,25,2016-17
5,17,Medel G.,Cen,C,6.5,,,,,,,,6.5,Inter,25,2016-17
6,6,Joao Mario,Tre,T,6.0,,,,,,,,6.0,Inter,25,2016-17
7,87,Candreva A.,Tre,T,5.0,,,,,,,,5.0,Inter,25,2016-17
8,44,Perisic I.,Tre,T,6.0,,,,,,,,6.0,Inter,25,2016-17
9,8,Palacio R.,Att,A,5.0,,,,,,,,5.0,Inter,25,2016-17
10,23,Eder C.,Att,A,5.5,,,,,,,,5.5,Inter,25,2016-17
11,15,Ansaldi C.,Dif,D,6.5,,,,,,,,6.5,Inter,25,2016-17
12,0,Gabriel B.,Tre,T,6.5,1.0,,,,,1.0,,9.0,Inter,25,2016-17
13,19,Banega E.,Tre,T,6.5,,,,,,1.0,,6.0,Inter,25,2016-17
0,1,Buffon G.,Por,P,6.5,-1.0,,,,,,,5.5,Juventus,25,2016-17
1,23,Alves D.,Dif,D,6.0,,,,,,,,6.0,Juventus,25,2016-17
2,4,Benatia M.,Dif,D,6.0,,,,,,,,6.0,Juventus,25,2016-17
3,19,Bonucci L.,Dif,D,6.0,,,,,,,,6.0,Juventus,25,2016-17
4,27,Sturaro S.,Cen,C,6.5,,,,,,,,6.5,Juventus,25,2016-17
5,8,Marchisio C.,Cen,C,7.0,1.0,,,,,1.0,,9.5,Juventus,25,2016-17
6,22,Asamoah K.,Cen,C,6.0,,,,,,,,6.0,Juventus,25,2016-17
7,6,Khedira S.,Cen,C,6.0,,,,,,,,6.0,Juventus,25,2016-17
8,20,Pjaca M.,Tre,T,5.5,,,,,,,,5.5,Juventus,25,2016-17
9,21,Dybala P.,Att,A,8.0,2.0,1.0,,,,,,15.0,Juventus,25,2016-17
10,9,Higuain G.,Att,A,7.0,1.0,1.0,,,,,,11.0,Juventus,25,2016-17
11,28,Rincon T.,Cen,C,6.0,,,,,,,,6.0,Juventus,25,2016-17
12,18,Lemina M.,Cen,C,6.0,,,,,,,,6.0,Juventus,25,2016-17
13,7,Cuadrado J.,Tre,T,6.5,,,,,,,,6.5,Juventus,25,2016-17
0,0,Strakosha T.,Por,P,5.5,-1.0,,,,,,,4.5,Lazio,25,2016-17
1,2,Hoedt W.,Dif,D,6.0,,,,,,,,6.0,Lazio,25,2016-17
2,8,Basta D.,Dif,D,6.0,,,,,,,,6.0,Lazio,25,2016-17
3,13,Wallace,Dif,D,6.0,,,,,,,,6.0,Lazio,25,2016-17
4,26,Radu S.,Dif,D,6.5,,,,,,,,6.5,Lazio,25,2016-17
5,20,Biglia L.,Cen,C,6.0,,,,,,1.0,,5.5,Lazio,25,2016-17
6,19,Lulic S.,Cen,C,6.5,,,,,,,,6.5,Lazio,25,2016-17
7,16,Parolo M.,Cen,C,6.5,,,,,,,,6.5,Lazio,25,2016-17
8,21,Milinkovic S.,Cen,C,6.5,,,,,,,,6.5,Lazio,25,2016-17
9,10,Anderson F.,Tre,T,6.5,,,,,,,,6.5,Lazio,25,2016-17
10,17,Immobile C.,Att,A,7.0,1.0,,,,,,,10.0,Lazio,25,2016-17
11,0,Bastos,Dif,D,,,,,,,,,,Lazio,25,2016-17
12,14,Keita B.,Tre,T,7.0,1.0,,,,,,,10.0,Lazio,25,2016-17
13,9,Djordjevic F.,Att,A,6.0,,,,,,,,6.0,Lazio,25,2016-17
0,99,Donnarumma G.,Por,P,6.5,-1.0,,,,,,,5.5,Milan,25,2016-17
1,29,Paletta G.,Dif,D,7.0,,,,,,,,7.0,Milan,25,2016-17
2,20,Abate I.,Dif,D,6.5,,,,,,,,6.5,Milan,25,2016-17
3,15,Gomez G.,Dif,D,5.5,,,,,,1.0,,5.0,Milan,25,2016-17
4,21,Vangioni L.,Dif,D,5.5,,,,,,1.0,,5.0,Milan,25,2016-17
5,33,Kucka J.,Cen,C,6.5,1.0,,,,,,,9.5,Milan,25,2016-17
6,80,Pasalic M.,Cen,C,6.0,,,,,,,,6.0,Milan,25,2016-17
7,23,Sosa J.,Tre,T,7.0,,1.0,,,,,,8.0,Milan,25,2016-17
8,8,Suso,Tre,T,6.0,,,,,,1.0,,5.5,Milan,25,2016-17
9,7,Deulofeu G.,Tre,T,7.0,1.0,,,,,,,10.0,Milan,25,2016-17
10,70,Bacca C.,Att,A,4.5,,,,,,,,4.5,Milan,25,2016-17
11,17,Zapata C.,Dif,D,6.0,,,,,,,,6.0,Milan,25,2016-17
12,91,Bertolacci A.,Cen,C,6.0,,,,,,,,6.0,Milan,25,2016-17
13,16,Poli A.,Cen,C,,,,,,,,,,Milan,25,2016-17
0,25,Reina P.,Por,P,6.0,-1.0,,,,,,,5.0,Napoli,25,2016-17
1,19,Maksimovic N.,Dif,D,6.0,,,,,,,,6.0,Napoli,25,2016-17
2,2,Hysaj E.,Dif,D,6.0,,,,,,,,6.0,Napoli,25,2016-17
3,26,Koulibaly K.,Dif,D,5.5,,,,,,,,5.5,Napoli,25,2016-17
4,31,Ghoulam F.,Dif,D,6.0,,,,,,,,6.0,Napoli,25,2016-17
5,8,Jorginho F.,Cen,C,6.5,,,,,,,,6.5,Napoli,25,2016-17
6,17,Hamsik M.,Cen,C,7.0,1.0,,,,,,,10.0,Napoli,25,2016-17
7,5,Allan M.,Cen,C,6.5,,,,,,,,6.5,Napoli,25,2016-17
8,7,Callejon J.,Tre,T,6.0,,,,,,,,6.0,Napoli,25,2016-17
9,24,Insigne L.,Tre,T,7.5,1.0,,,,,,,10.5,Napoli,25,2016-17
10,32,Pavoletti L.,Att,A,5.5,,,,,,,,5.5,Napoli,25,2016-17
11,20,Zielinski P.,Cen,C,6.5,1.0,,,,,,,9.5,Napoli,25,2016-17
12,4,Giaccherini E.,Tre,T,,,,,,,,,,Napoli,25,2016-17
13,99,Milik A.,Att,A,6.0,,,,,,,,6.0,Napoli,25,2016-17
0,1,Posavec J.,Por,P,5.5,-4.0,,,,,,,1.5,Palermo,25,2016-17
1,19,Aleesami H.,Dif,D,5.5,,,,,,,,5.5,Palermo,25,2016-17
2,3,Rispoli A.,Dif,D,6.0,,,,,,,,6.0,Palermo,25,2016-17
3,4,Andelkovic S.,Dif,D,5.0,,,,,,,,5.0,Palermo,25,2016-17
4,6,Goldaniga E.,Dif,D,5.5,,,,,,1.0,,5.0,Palermo,25,2016-17
5,18,Chochev I.,Cen,C,6.0,1.0,,,,,,,9.0,Palermo,25,2016-17
6,25,Henrique B.,Cen,C,5.5,,,,,,,,5.5,Palermo,25,2016-17
7,28,Jajalo M.,Cen,C,5.0,,,,,,,,5.0,Palermo,25,2016-17
8,20,Sallai R.,Tre,T,5.0,,,,,,,,5.0,Palermo,25,2016-17
9,30,Nestorovski I.,Att,A,6.0,,,,,,,,6.0,Palermo,25,2016-17
10,22,Balogh N.,Att,A,6.0,,,,,,,,6.0,Palermo,25,2016-17
11,0,Sunjic T.,Dif,D,5.5,,,,,,,,5.5,Palermo,25,2016-17
12,23,Diamanti A.,Tre,T,6.0,,1.0,,,,,,7.0,Palermo,25,2016-17
13,11,Embalo C.,Tre,T,5.0,,,,,,,,5.0,Palermo,25,2016-17
0,31,Bizzarri A.,Por,P,6.0,,,,,,,,6.0,Pescara,25,2016-17
1,86,Stendardo G.,Dif,D,6.5,,,,,,,,6.5,Pescara,25,2016-17
2,3,Biraghi C.,Dif,D,6.5,,1.0,,,,1.0,,7.0,Pescara,25,2016-17
3,35,Coda A.,Dif,D,6.5,,,,,,,,6.5,Pescara,25,2016-17
4,11,Zampano F.,Dif,D,6.5,,1.0,,,,,,7.5,Pescara,25,2016-17
5,8,Memushaj L.,Cen,C,7.0,,1.0,,,,,,8.0,Pescara,25,2016-17
6,5,Bruno A.,Cen,C,6.5,,,,,,,,6.5,Pescara,25,2016-17
7,7,Verre V.,Cen,C,7.0,,,,,,,,7.0,Pescara,25,2016-17
8,17,Caprari G.,Tre,T,7.5,2.0,,,,,1.0,,13.0,Pescara,25,2016-17
9,10,Benali A.,Tre,T,7.5,1.0,,,,,,,10.5,Pescara,25,2016-17
10,20,Cerri A.,Att,A,7.5,1.0,,,,,,,10.5,Pescara,25,2016-17
11,83,Bovo C.,Dif,D,,,,,,,,,,Pescara,25,2016-17
12,0,Muntari S.,Cen,C,5.5,,,,,,,,5.5,Pescara,25,2016-17
13,21,Pepe S.,Tre,T,6.0,,,,,,,,6.0,Pescara,25,2016-17
0,1,Szczesny W.,Por,P,6.0,-1.0,,,,,,,5.0,Roma,25,2016-17
1,33,Emerson P.,Dif,D,6.0,,,,,,,,6.0,Roma,25,2016-17
2,44,Manolas K.,Dif,D,6.5,,,,,,,,6.5,Roma,25,2016-17
3,13,Peres B.,Dif,D,6.0,,,,,,,,6.0,Roma,25,2016-17
4,20,Fazio F.,Dif,D,5.5,,,,,,,,5.5,Roma,25,2016-17
5,3,Jesus J.,Dif,D,6.5,,,,,,,,6.5,Roma,25,2016-17
6,5,Paredes L.,Cen,C,7.0,1.0,,,,,,,10.0,Roma,25,2016-17
7,4,Nainggolan R.,Cen,C,7.0,1.0,,,,,,,10.0,Roma,25,2016-17
8,6,Strootman K.,Cen,C,7.0,,,,,,,,7.0,Roma,25,2016-17
9,11,Salah M.,Tre,T,7.0,1.0,,,,,,,10.0,Roma,25,2016-17
10,9,Dzeko E.,Att,A,7.5,1.0,,,,,,,10.5,Roma,25,2016-17
11,15,Vermaelen T.,Dif,D,6.0,,,,,,,,6.0,Roma,25,2016-17
12,8,Perotti D.,Tre,T,,,,,,,,,,Roma,25,2016-17
13,10,Totti F.,Att,A,6.5,,1.0,,,,,,7.5,Roma,25,2016-17
0,2,Viviano E.,Por,P,6.5,-1.0,,,,,1.0,,5.0,Sampdoria,25,2016-17
1,20,Pavlovic D.,Dif,D,5.5,,,,,,,,5.5,Sampdoria,25,2016-17
2,24,Bereszynski B.,Dif,D,5.5,,,,,,,,5.5,Sampdoria,25,2016-17
3,37,Skriniar M.,Dif,D,5.5,,,,,,,,5.5,Sampdoria,25,2016-17
4,26,Silvestre M.,Dif,D,5.5,,,,,,,,5.5,Sampdoria,25,2016-17
5,34,Torreira L.,Cen,C,6.5,,,,,,1.0,,6.0,Sampdoria,25,2016-17
6,10,Fernandes B.,Cen,C,5.0,,,,,,1.0,,4.5,Sampdoria,25,2016-17
7,8,Barreto E.,Cen,C,6.0,,,,,,,,6.0,Sampdoria,25,2016-17
8,18,Praet D.,Tre,T,5.5,,,,,,,,5.5,Sampdoria,25,2016-17
9,9,Muriel L.,Att,A,6.5,,,,,,,,6.5,Sampdoria,25,2016-17
10,27,Quagliarella F.,Att,A,6.5,1.0,,,,,1.0,,9.0,Sampdoria,25,2016-17
11,16,Linetty K.,Cen,C,6.5,,,,,,,,6.5,Sampdoria,25,2016-17
12,23,Djuricic F.,Tre,T,6.0,,,,,,,,6.0,Sampdoria,25,2016-17
13,14,Schick P.,Att,A,6.5,,,,,,,,6.5,Sampdoria,25,2016-17
0,47,Consigli A.,Por,P,5.5,-1.0,,,,,,,4.5,Sassuolo,25,2016-17
1,15,Acerbi F.,Dif,D,6.0,,,,,,,,6.0,Sassuolo,25,2016-17
2,23,Gazzola M.,Dif,D,5.5,,,,,,,,5.5,Sassuolo,25,2016-17
3,39,Dellorco C.,Dif,D,6.0,,,,,,,,6.0,Sassuolo,25,2016-17
4,13,Peluso F.,Dif,D,6.0,,,,,,1.0,,5.5,Sassuolo,25,2016-17
5,21,Aquilani A.,Cen,C,6.0,,,,,,1.0,,5.5,Sassuolo,25,2016-17
6,32,Duncan A.,Cen,C,5.0,,,,,,,,5.0,Sassuolo,25,2016-17
7,6,Pellegrini L.,Cen,C,6.5,,1.0,,,,,,7.5,Sassuolo,25,2016-17
8,25,Berardi D.,Tre,T,6.5,,,,,,,,6.5,Sassuolo,25,2016-17
9,16,Politano M.,Tre,T,6.0,,,,,,,,6.0,Sassuolo,25,2016-17
10,10,Matri A.,Att,A,6.0,,,,,,,,6.0,Sassuolo,25,2016-17
11,7,Missiroli S.,Cen,C,,,,,,,,,,Sassuolo,25,2016-17
12,27,Ricci F.,Tre,T,,,,,,,,,,Sassuolo,25,2016-17
13,11,Defrel G.,Att,A,7.5,2.0,,,,,,,13.5,Sassuolo,25,2016-17
0,21,Hart J.,Por,P,5.0,-4.0,,,,,,,1.0,Torino,25,2016-17
1,23,Barreca A.,Dif,D,5.0,,,,,,,,5.0,Torino,25,2016-17
2,29,De Silvestri L.,Dif,D,5.0,,,,,,,,5.0,Torino,25,2016-17
3,7,Zappacosta D.,Dif,D,6.0,,1.0,,,,,,7.0,Torino,25,2016-17
4,24,Moretti E.,Dif,D,5.5,,,,,,,,5.5,Torino,25,2016-17
5,8,Baselli D.,Cen,C,4.5,,,,,,,,4.5,Torino,25,2016-17
6,15,Benassi M.,Cen,C,5.0,,,,,,1.0,,4.5,Torino,25,2016-17
7,25,Lukic S.,Cen,C,6.0,,,,,,1.0,,5.5,Torino,25,2016-17
8,14,Iago F.,Tre,T,6.0,,,,,,,,6.0,Torino,25,2016-17
9,10,Ljajic A.,Tre,T,5.0,,,,,,,,5.0,Torino,25,2016-17
10,9,Belotti A.,Att,A,6.0,,,,,,,,6.0,Torino,25,2016-17
11,19,Iturbe J.,Tre,T,5.5,,,,,,,,5.5,Torino,25,2016-17
12,11,Lopez M.,Att,A,6.0,1.0,,,,,,,9.0,Torino,25,2016-17
13,31,Boye L.,Att,A,6.0,,,,,,,,6.0,Torino,25,2016-17
0,1,Karnezis O.,Por,P,6.0,-2.0,,,,,,,4.0,Udinese,25,2016-17
1,30,Felipe D.,Dif,D,6.0,,,,,,,,6.0,Udinese,25,2016-17
2,3,Samir,Dif,D,6.0,,,,,,,,6.0,Udinese,25,2016-17
3,5,Danilo L.,Dif,D,5.0,,,,,,1.0,,4.5,Udinese,25,2016-17
4,27,Widmer S.,Dif,D,5.0,,,,,,,,5.0,Udinese,25,2016-17
5,8,Badu E.,Cen,C,5.0,,,,,,,,5.0,Udinese,25,2016-17
6,23,Hallfredsson E.,Cen,C,5.0,,,,,,1.0,,4.5,Udinese,25,2016-17
7,6,Fofana S.,Cen,C,6.5,1.0,,,,,,,9.5,Udinese,25,2016-17
8,10,De Paul R.,Tre,T,6.5,,,,,,1.0,,6.0,Udinese,25,2016-17
9,77,Thereau C.,Att,A,5.0,,,,,,,,5.0,Udinese,25,2016-17
10,9,Zapata D.,Att,A,5.0,,,,,,,,5.0,Udinese,25,2016-17
11,26,Kums S.,Cen,C,,,,,,,,,,Udinese,25,2016-17
12,19,Matos R.,Tre,T,,,,,,,,,,Udinese,25,2016-17
13,18,Perica S.,Att,A,5.0,,,,,,,,5.0,Udinese,25,2016-17
